BIC,description
1,"In the current code, the configuration option 'gpfs_storage_pool' is assigned with default value of 'None'
And in the do_setup(), it line self._storage_pool = pool or system, it get assigned with ""None"" if the user has not specified any value.
Following is seen in the c-vol log.
2014-09-04 17:43:44.039 TRACE cinder.volume.manager Traceback (most recent call last):
2014-09-04 17:43:44.039 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/manager.py"", line 250, in init_host
2014-09-04 17:43:44.039 TRACE cinder.volume.manager self.driver.do_setup(ctxt)
2014-09-04 17:43:44.039 TRACE cinder.volume.manager File ""/usr/local/lib/python2.7/dist-packages/osprofiler/profiler.py"", line 105, in wrapper
2014-09-04 17:43:44.039 TRACE cinder.volume.manager return f(*args, **kwargs)
2014-09-04 17:43:44.039 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/drivers/ibm/gpfs.py"", line 341, in do_setup
2014-09-04 17:43:44.039 TRACE cinder.volume.manager raise exception.VolumeBackendAPIException(data=msg)
2014-09-04 17:43:44.039 TRACE cinder.volume.manager VolumeBackendAPIException: Bad or unexpected response from the storage volume backend API: Invalid storage pool None specificed.
""gpfs_storage_pool"" option needs to assigned by default with ""system"" instead of ""None"""
0,"http://logs.openstack.org/22/112422/1/check/gate-nova-python26/621e0ae/console.html
This is probably a latent bug in the nova unit tests for postgresql in stable/havana, or it's due to slow nodes for the py26 jobs.
http://logstash.openstack.org/#eyJzZWFyY2giOiJtZXNzYWdlOlwiRVJST1I6ICBzb3VyY2UgZGF0YWJhc2UgXFxcInRlbXBsYXRlMVxcXCIgaXMgYmVpbmcgYWNjZXNzZWQgYnkgb3RoZXIgdXNlcnNcIiBBTkQgdGFnczpcImNvbnNvbGVcIiBBTkQgYnVpbGRfYnJhbmNoOlwic3RhYmxlL2hhdmFuYVwiIEFORCBidWlsZF9uYW1lOlwiZ2F0ZS1ub3ZhLXB5dGhvbjI2XCIiLCJmaWVsZHMiOltdLCJvZmZzZXQiOjAsInRpbWVmcmFtZSI6IjYwNDgwMCIsImdyYXBobW9kZSI6ImNvdW50IiwidGltZSI6eyJ1c2VyX2ludGVydmFsIjowfSwic3RhbXAiOjE0MDc4NjA5ODg1MjMsIm1vZGUiOiIiLCJhbmFseXplX2ZpZWxkIjoiIn0=
3 hits in 7 days, check queue only but multiple changes and all failures."
1,"I am getting with the latest version of the trunk:
Traceback (most recent call last):
  File ""/usr/local/lib/python2.7/dist-packages/eventlet/hubs/poll.py"", line 97, in wait
    readers.get(fileno, noop).cb(fileno)
  File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 194, in main
    result = function(*args, **kwargs)
  File ""/opt/stack/nova/nova/openstack/common/service.py"", line 480, in run_service
    service.start()
  File ""/opt/stack/nova/nova/service.py"", line 180, in start
    self.manager.init_host()
  File ""/opt/stack/nova/nova/compute/manager.py"", line 824, in init_host
    self._init_instance(context, instance)
  File ""/opt/stack/nova/nova/compute/manager.py"", line 684, in _init_instance
    if instance.task_state == task_states.DELETING:
AttributeError: 'dict' object has no attribute 'task_state'
Removing descriptor: 6
2014-03-04 13:59:14.304 ERROR nova.openstack.common.threadgroup [-] 'dict' object has no attribute 'task_state'
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup Traceback (most recent call last):
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/openstack/common/threadgroup.py"", line 117, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup x.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/openstack/common/threadgroup.py"", line 49, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup return self.thread.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 168, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup return self._exit_event.wait()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/usr/local/lib/python2.7/dist-packages/eventlet/event.py"", line 116, in wait
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup return hubs.get_hub().switch()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/usr/local/lib/python2.7/dist-packages/eventlet/hubs/hub.py"", line 187, in switch
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup return self.greenlet.switch()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/usr/local/lib/python2.7/dist-packages/eventlet/greenthread.py"", line 194, in main
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup result = function(*args, **kwargs)
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/openstack/common/service.py"", line 480, in run_service
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup service.start()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/service.py"", line 180, in start
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup self.manager.init_host()
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/compute/manager.py"", line 824, in init_host
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup self._init_instance(context, instance)
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup File ""/opt/stack/nova/nova/compute/manager.py"", line 684, in _init_instance
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup if instance.task_state == task_states.DELETING:
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup AttributeError: 'dict' object has no attribute 'task_state'
2014-03-04 13:59:14.304 TRACE nova.openstack.common.threadgroup
I get this exception when creating a snapshot, put a breakpoint in the virt layer (in this case vmware_images/snapshot), stop nova-cpu, restart nova-cpu, delete the snapshot.
nova-cpu crashes."
1,Using log decorator from neutron.common.log causes creating new logger and not respecting logging level of decorated methods.
1,"I faced a bug in latest nova network:
[root@host awasilyev]# /usr/bin/nova-manage network create novanetwork 172.26.0.0/24 --vlan 500
[root@host awasilyev]# /usr/bin/nova-manage network create novanetwork 172.26.1.0/24 --vlan 501
[root@host awasilyev]# /usr/bin/nova-manage network create novanetwork 172.26.2.0/24 --vlan 502
[root@host awasilyev]# nova-manage network list
id IPv4 IPv6 start address DNS1 DNS2 VlanID project uuid
64 172.26.0.0/24 None 172.26.0.3 8.8.4.4 None 500 None 225c8cbf-89bb-4171-b405-0047012a7803
65 172.26.1.0/24 None 172.26.1.3 8.8.4.4 None 502 None d461b285-d9c6-4a8c-ae39-5a657bb5926a
66 172.26.2.0/24 None 172.26.2.3 8.8.4.4 None 504 None 4c5a5d5b-24c8-4833-8bd0-6dcca11acb68
I try to create 3 networks, specifying exact vlan number for each network. But nova-manage creates networks using wrong vlan id's.
My previous openstack install (it was 3-4 monthes ago) does not have this bug."
1,"It should have been 324 and not 324

commit 243879f5c51fc45f03491bcb78765945ddf76be8 was bad"
0,"from nova/scheduler/filters/disk_filter.py

    def host_passes(self, host_state, filter_properties):
        """"""Filter based on disk usage.""""""
        instance_type = filter_properties.get('instance_type')
        requested_disk = 1024 * (instance_type['root_gb'] +
                                 instance_type['ephemeral_gb'])

This should take into account swap, which is stored in MB, as well."
1,"Found during review https://review.openstack.org/40296
There is a comma missing in the migration_for_plugins list
https://github.com/openstack/neutron/blob/master/neutron/db/migration/alembic_migrations/versions/4ca36cfc898c_nsx_router_mappings.py#L30"
1,"When update quota-class-set without the parameter ""quota_class_set"",the server throws a 500 error:
 ""The server has either erred or is incapable of performing the requested operation.""
Because the server doesn't check whether the parameter ""quota_class_set"" is in request body,the KeyError is not catched.
   for key in body['quota_class_set'].keys():
       ......
I think we should catch the KeyError and transfer the KeyError to 400(HTTPBadRequest) instead of 500.
Update quota-set has the same problem."
1,"    -container-5.2..com: May 22 22:49:25 container-server ERROR __ll__ error with DELETE /d84/58775/AUTH_benchmark/bench_000078/tiny_020610 :
    Traceback (most recent ll last):
      File ""/opt//lib/python2.7/site-packages/swift/container/server.py"", line 474, in __ll__
        res = method(req)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 1458, in wrapped
        return func(*a, **kw)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 480, in _timing_stats
        ctrl.logger.timing_since(method + '.timing', start_time)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 610, in wrapped
        return func(self.logger.statsd_client, *a, **kw)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 464, in timing_since
        sample_rate)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 460, in timing
        return self._send(metric, timing_ms, 'ms', sample_rate)
      File ""/opt//lib/python2.7/site-packages/swift/common/utils.py"", line 445, in _send
        return sock.sendto('|'.join(parts), self._target)
      File ""/opt//lib/python2.7/site-packages/eventlet/greenio.py"", line 290, in sendto
        return self.fd.sendto(*args)
    error: [Errno 1] Operation not permitted (txn: tx60ec62fa962d4d96ba5dace5d81eede2)
Just need to audit the error handling, I think this happened under high load and the network was saturated maybe unable to send new udp packets or something..."
1,"When attaching volumes from NFS or GlusterFS backends, nova mounts the share in a temporary directory, this is reused when attaching another volume from the same share so there is no need to mount it several times.
On the other hand, when disconnecting those volumes nova doesn't even try to unmount the share which may remain mounted and unused there. To clean up after detach, nova could at least try to umount the shares."
1,"We assign VNC ports to VM instances with the following method:
def _get_vnc_port(vm_ref):
    """"""Return VNC port for an VM.""""""
    vm_id = int(vm_ref.value.replace('vm-', ''))
    port = CONF.vmware.vnc_port + vm_id % CONF.vmware.vnc_port_total
    return port
the vm_id is a simple counter in vSphere which increments fast and there is a chance to get the same port number if the vm_ids are equal modulo vnc_port_total (10000 by default).
A report was received that if the port number is reused you may get access to the VNC console of another tenant. We need to fix the implementation to always choose a port number which is not taken or report an error if there are no free ports available."
1," this config option was accidentally dropped in https://review.openstack.org/#/c/67657/20/cinder/service.py"""
1,"In migration folsom_initial in cisco_upgrade function table nexusport_bindings create column vlan_id with incorrect type Integer(255). It causes the following exception:
  File ""/opt/stack/neutron/neutron/db/migration/alembic_migrations/versions/folsom_initial.py"", line 87, in upgrade
    upgrade_cisco()
  File ""/opt/stack/neutron/neutron/db/migration/alembic_migrations/versions/folsom_initial.py"", line 455, in upgrade_cisco
    sa.Column('vlan_id', sa.Integer(255)),
TypeError: object() takes no parameters"
1,"Test Steps:
1. Run Cinder CI with ibm storwize storage, it was found much more ERRORs than before:
10:11:45 *** Not Whitelisted *** 2014-09-04 14:49:54.821 29428 ERROR cinder.volume.manager [-] Error checking replication status for volume 438e620d-8b04-49c0-9968-820c2bf8590f
10:11:45 *** Not Whitelisted *** 2014-09-04 14:50:54.769 29428 ERROR cinder.volume.manager [-] Error checking replication status for volume 3c9e9a38-e606-47f7-bbea-c3e84205bd79
10:11:45 *** Not Whitelisted *** 2014-09-04 14:52:54.799 29428 ERROR cinder.volume.manager [-] Error checking replication status for volume fedb9af6-d7dc-4f0d-ad7b-eb28127ac507
2. Manually Create volumes without replication on IBM storwize v7000u, the volume creation successfully.
3. Check c-vol.log, it was found the below logs every 1 minutes:
2014-09-04 17:07:11.515 ERROR cinder.volume.manager [-] Error checking replication status for volume d2ffa93d-4140-4f1e-bcb7-c70af51781a3
2014-09-04 17:07:11.515 TRACE cinder.volume.manager Traceback (most recent call last):
2014-09-04 17:07:11.515 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/manager.py"", line 1597, in _update_replication_relationship_status
2014-09-04 17:07:11.515 TRACE cinder.volume.manager ctxt, vol)
2014-09-04 17:07:11.515 TRACE cinder.volume.manager File ""/usr/local/lib/python2.7/dist-packages/osprofiler/profiler.py"", line 105, in wrapper
2014-09-04 17:07:11.515 TRACE cinder.volume.manager return f(*args, **kwargs)
2014-09-04 17:07:11.515 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/drivers/ibm/storwize_svc/__init__.py"", line 756, in get_replication_status
2014-09-04 17:07:11.515 TRACE cinder.volume.manager return self.replication.get_replication_status(volume)
2014-09-04 17:07:11.515 TRACE cinder.volume.manager AttributeError: 'NoneType' object has no attribute 'get_replication_status'
2014-09-04 17:07:11.515 TRACE cinder.volume.manager
2014-09-04 17:07:11.516 ERROR cinder.volume.manager [-] Error checking replication status for volume d9791267-bb7a-448c-938e-c98dff38bcf5
2014-09-04 17:07:11.516 TRACE cinder.volume.manager Traceback (most recent call last):
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/manager.py"", line 1597, in _update_replication_relationship_status
2014-09-04 17:07:11.516 TRACE cinder.volume.manager ctxt, vol)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/usr/local/lib/python2.7/dist-packages/osprofiler/profiler.py"", line 105, in wrapper
2014-09-04 17:07:11.516 TRACE cinder.volume.manager return f(*args, **kwargs)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/drivers/ibm/storwize_svc/__init__.py"", line 756, in get_replication_status
2014-09-04 17:07:11.516 TRACE cinder.volume.manager return self.replication.get_replication_status(volume)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager AttributeError: 'NoneType' object has no attribute 'get_replication_status'
2014-09-04 17:07:11.516 TRACE cinder.volume.manager
2014-09-04 17:07:11.516 ERROR cinder.volume.manager [-] Error checking replication status for volume fedd3b21-d60e-497e-b309-b125d81b1bcd
2014-09-04 17:07:11.516 TRACE cinder.volume.manager Traceback (most recent call last):
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/manager.py"", line 1597, in _update_replication_relationship_status
2014-09-04 17:07:11.516 TRACE cinder.volume.manager ctxt, vol)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/usr/local/lib/python2.7/dist-packages/osprofiler/profiler.py"", line 105, in wrapper
2014-09-04 17:07:11.516 TRACE cinder.volume.manager return f(*args, **kwargs)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager File ""/opt/stack/cinder/cinder/volume/drivers/ibm/storwize_svc/__init__.py"", line 756, in get_replication_status
2014-09-04 17:07:11.516 TRACE cinder.volume.manager return self.replication.get_replication_status(volume)
2014-09-04 17:07:11.516 TRACE cinder.volume.manager AttributeError: 'NoneType' object has no attribute 'get_replication_status'
2014-09-04 17:07:11.516 TRACE cinder.volume.manager
3. Expected result:
There is no replication status update Error for those volumes without replication."
1,"when there is a Datacenter in the vCenter with no datastore associated with it, nova boot fails even though there are data-centers configured properly.

The log error trace

Error from last host: devstack (node domain-c162(Demo-1)): [u'Traceback (most recent call last):\n', u' File ""/opt/stack/nova/nova/compute/manager.py"", line 1322, in _build_instance\n set_access_ip=set_access_ip)\n', u' File ""/opt/stack/nova/nova/compute/manager.py"", line 399, in decorated_function\n return function(self, context, *args, **kwargs)\n', u' File ""/opt/stack/nova/nova/compute/manager.py"", line 1734, in _spawn\n LOG.exception(_(\'Instance failed to spawn\'), instance=instance)\n', u' File ""/opt/stack/nova/nova/openstack/common/excutils.py"", line 68, in __exit__\n six.reraise(self.type_, self.value, self.tb)\n', u' File ""/opt/stack/nova/nova/compute/manager.py"", line 1731, in _spawn\n block_device_info)\n', u' File ""/opt/stack/nova/nova/virt/vmwareapi/driver.py"", line 619, in spawn\n admin_password, network_info, block_device_info)\n', u' File ""/opt/stack/nova/nova/virt/vmwareapi/vmops.py"", line 211, in spawn\n dc_info = self.get_datacenter_ref_and_name(data_store_ref)\n', u' File ""/opt/stack/nova/nova/virt/vmwareapi/vmops.py"", line 1715, in get_datacenter_ref_and_name\n self._update_datacenter_cache_from_objects(dcs)\n', u' File ""/opt/stack/nova/nova/virt/vmwareapi/vmops.py"", line 1693, in _update_datacenter_cache_from_objects\n datastore_refs = p.val.ManagedObjectReference\n', u""AttributeError: 'Text' object has no attribute 'ManagedObjectReference'\n""]
2014-04-04 03:05:41.629 WARNING nova.scheduler.driver [req-cc690e5a-2bf3-4566-a697-30ca882df815 nova service] [instance: f0abb23a-943a-475d-ac63-69d2563362cb] Setting instance to ERROR state."
